CNES;Estabelecimento de Saúde;1ª Dose
2057956; CENTRO DE SAUDE CASA VERDE;998
2079240; HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;998
2041286; USF ROMEU TORTORELLI;997
6878687; HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO;996
3057380; USAFA AVIACAO;994
6194168; HOSPITAL UNIMED UNIDADE ANCHIETA;993
2077434; HOSPITAL DR LEOPOLDO BEVILACQUA;992
2079186; HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;992
2716887; USF FIGUERINHA;991
3182231; UBS PARQUE INTERNACIONAL;991
5296730; CEDIC CTA;990
2075873; UBS COTA 200 JOSE CARLOS MARIANO;987
3042529; HOSPITAL POLICLIN;986
6703305; USF JARDIM FLAMINGO;985
2070057; UBS CORCOVADO UBATUBA;984
2751232; ESF CAETANO MALAVOLTA;983
2082225; HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO;983
2704870; UNIDADE BASICA DE SAUDE TRAVIU;982
2074451; CENTRO DE SAUDE III GLICERIO JULIO FUJIHARA;980
8052; HOSPITAL REGIONAL DR VIVALDO MARTINS SIMOES OSASCO;975
2079275; HOSPITAL SAO FRANCISCO RIBEIRAO PRETO;974
3460983; USF DR JOSE MARTINHO PALERMO;974
9541659; UBS SIDNEY CINTI PREFEITAO AGUAS CLARAS;974
9194258; HOSPITAL SAO LUIZ SAO CAETANO;972
3881156; ESF MARIA MAGDALENA TALIBERTI CUNALI MOCOCA;972
2084236; CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG;971
6076688; USF JOSE FRANCISCO DE FARIA;971
2067439; UBS VILA SAO LUIZ;970
2055678; CENTRO DE SAUDE VILA FIORI DE SOROCABA;970
2792249; UNIDADE DE SAUDE DA FAMILIA JD BRIQUET;968
8583; UBS VILA LUCINDA;968
7510411; USF FILIPINHO;965
2044536; NUCLEO DE SAUDE DA FAMILIA PALMA;964
2028433; USF APARICIA DE BARROS STA ADELIA;963
3528596; HOSPITAL SANTA HELENA;962
3038130; HOSPITAL UNIMED AMERICANA;959
3003272; CENTRO DE PROGRESSAO PENITENCIARIA DE FRANCO DA ROCHA;958
7531036; UNIDADE DE SAUDE DA FAMILIA SANTA FE PIRACICABA;958
2029464; UNIDADE DE SAUDE DA FAMILIA PRIMAVERA LEME;954
2033054; USF DR ACACIO ALVES DE SOUZA;953
6847919; USF JOSE FERNANDO PETRILLI FILHO;952
5270006; POSTO DE SAUDE NADILIA DE OLIVEIRA SANTOS;952
5521300; USAFA VILA ZILDA DR DAVID CAPISTRANO DA COSTA FILHO GUARUJA;950
2792656; POSTO JD MARCIA;949
2023296; UBS PSF 15 HARMONIA MILTON AMADEU PARODI;948
2069970; UBS DO SACO DA RIBEIRA UBATUBA;948
2095815; UNIDADE DE SAUDE DA FAMILIA PARQUE CENTENARIO;948
2027186; SANTA CASA DE MISERICORDIA DE ITAPEVA;947
2041804; UNIDADE DE ESF IPORANGA JUQUIA;947
2053888; ESF SETUO SUETUGO JALES;947
2027801; UBS ZONA SUL;946
6492398; HOSPITAL SANTOS DUMONT;944
2023806; ESF APARECIDA DO SALTO CAPIVARI DA MATA;944
2096706; UNIDADE DE SAUDE DA FAMILIA IV DIVISAO;943
5549019; SECAO DE ATENDIMENTO DOMICILIAR SEADOMI;942
4049020; SANTA CASA DE OURINHOS;939
2028506; CENTRO DE SAUDE VITAL BRASIL DESCALVADO;937
3012212; HU HOSPITAL UNIVERSITARIO;936
2064243; PAM II NELSON DIAS DE GOES PILAR DO SUL;936
199087; UNIDADE BASICA DE SAUDE VICE PREFEITO JOSE NEME;935
8016461; PENITENCIARIA JAIRO DE ALMEIDA BUENO ITAPETININGA;935
6381057; UBS DO BAIRRO RIO DAS PEDRAS;935
7880839; CENTRO DE DETENCAO PROVISORIA DE JUNDIAI;930
2093332; SANTA CASA DE SANTA FE DO SUL;930
2077523; UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;929
7531168; UNIDADE DE SAUDE DA FAMILIA MONTE LIBANO II PIRACICABA;928
9602143; VIGILANCIA EM SAUDE MUNICIPAL DE CAJURU;925
2048604; CENTRO DE SAUDE DE BORA;925
2034794; UNIDADE DE SAUDE DA FAMILIA VILA BARAO SOROCABA;922
3389782; UNIDADE DE SAUDE DA FAMILIA VILA GIOIA;921
2074494; UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO;921
2791501; USF GUMERCINDO GUERMANDI;920
7171668; USF MARCELINO MARIA RODRIGUES;919
2040301; UBS DR PAULO ROBERTO SORCI SAO JOAO DA BOA VISTA;919
2792192; UBS ALVORADA;918
2051982; UBS DR JOSE SACRAMENTO E SILVA PORTO FELIZ;918
2097745; UBS PARAISO;917
6219373; UNIDADE DE PSF II CARIJO CANANEIA;914
2791234; PAS JARDIM PAULISTA DOIS CORREGOS;913
2093553; PSF DE IDA IOLANDA NHANDEARA;913
2081865; HOSPITAL ALBERT SABIN ATIBAIA;913
7844271; UBS MORRO DO INDIO ANA PAULA TRAJANO FIRMO BARBOSA;912
2042177; USF XANGRILA REGISTRO;911
2050765; CENTRO DE SAUDE TRES IRMAOS;910
7257236; PENITENCIARIA MASCULINA DE CAPELA DO ALTO;910
2084090; HOSPITAL BARTIRA;909
2082179; HOSPITAL SAO FRANCISCO DE AMERICANA;908
2061805; UBS JOAO GARCIA PELAYO BRASITANIA FERNANDOPOLIS;908
9031383; UNIDADE SAUDE DA FAMILIA VILA PRIMAVERA;907
6694195; UNIDADE DE SAUDE DA FAMILIA JD GRANDESP;906
9131434; HOSPITAL SANCTA MAGGIORE;903
2097109; UBS CIDADANIA;900
2042045; UNIDADE DE ESF I JAIRE IGUAPE;900
3089657; USF MARIVAN;898
6989047; USF VOTUPOCA;897
5289157; PSF JARDIM CACAPAVA;896
3366219; HOSPITAL UNIMED ARACATUBA;895
9094199; UBS MARIA AMARO ESF HORTOLANDIA;894
2060299; UBS MARIA CORBETA SEGATTO;894
9010963; USAFA SANTA MARINA;892
2825244; PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA;892
2084678; UNIDADE DE SAUDE DA FAMILIA DOS LIMAS;891
2080052; HOSPITAL NOSSA SENHORA APARECIDA;890
2079887; HOSPITAL CRUZEIRO DO SUL;890
7642164; USF VALFLOR;889
5927390; USF JARDIM CRUZEIRO DO SUL;889
2773546; USF MARIA JOSE LIMA SOUZA;887
5620155; UNIDADE DE SAUDE DA FAMILIA DR MASSAMI TASHIRO;887
2058669; ESF DO RANCHO GRANDE;887
6825508; UBS JARDIM CAROLINA UBATUBA;885
2083426; UBS GILBERTO GALILEU SOATO;885
2056879; UBS JARDIM PLANALTO;884
5246849; UNIDADE DE SAUDE DA FAMILIA ELIDIA FABOCI DA SILVA;884
8015856; PENITENCIARIA I DE AVARE;881
7528795; UNIDADE DE SAUDE DA FAMILIA ALGODOAL PIRACICABA;881
2792206; UBS VALE DO SOL;880
2061031; CENTRO DE SAUDE MARIA EUGENIA SOROCABA;880
2046423; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA SAO GONCALO;879
2060620; E S F DR RICARDO DIAS DE TOLEDO;878
2066262; UBS DR HELIO MIGLIARI;877
3345246; ESF DR GETULIO DE CARVALHO JALES;875
2066971; UNIDADE DE SAUDE DA FAMILIA JARDIM LUZO;874
2032406; CMSC YOLANDA OPICE DR FRANCISCO OSWALDO CASTELUCI;874
7418094; USF ALTOS DO PINHEIROS;873
2797720; USF BUENO DE ANDRADA;872
5382041; UBS JARDIM AMELIA QUINTAL;871
7722842; UBS II ANTENOR BIAZINI;870
7131763; USF MONTE CABRAO;870
4048873; ESF JOAO THIAGO DE CAMARGO MONTE ALTO;869
7556454; ODONTOMOVEL POA;869
5200105; HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA;867
6777740; CENTRO DE DETENCAO PROVISORIA DE SERRA AZUL;866
6855806; UNIDADE DE PSF V ACARAU CANANEIA;866
2069806; UBS CAIC OURINHOS;865
2688573; HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;865
2022362; E S F DR PEDRO MARINHO DE MELLO JUNIOR;865
2027755; UBS AUREA OLIVEIRA ARAUJO VILA BRAGA;864
2028247; ESF 3 PLANALTO DO SUL;864
2792168; HOSPITAL GERAL DE CARAPICUIBA;862
2078465; REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA;860
2680785; NEXT HOSPITAL SANTO AMARO;860
2093049; UNIDADE DE ESF III PARAISO BARRA DO TURVO;860
2063751; UNIDADE BASICA DA FAMILIA DE MONTE VERDE E PISCINA;853
2055902; UBS PSF CELIA AP CECCATO DA SILVA;853
2042843; UBS DR CID MELLO ALMADA VILA RIO BRANCO;852
6317685; USF ARAPONGAL OESTE REGISTRO;852
2749033; CENTRO DE REABILITACAO DE CASA BRANCA;850
2080028; HOSPITAL MUNICIPAL DE DIADEMA HMD;849
2716933; USF PARQUE DOS IPES;848
7838530; HOSPITAL E MATERNIDADE IPIRANGA;848
2067447; UBS ARABA;844
2746239; AMBULATORIO MUNICIPAL PASCHOAL CAGLIARI;840
2040867; UBS JARDIM ITAMARATY;840
2024853; UNIDADE BASICA DE SAUDE DR DANILO A PETROUCIC ESF;840
3037274; PRO MATRE PAULISTA;840
9001352; USF CREUSA CARLOS DA SILVA;839
6700608; POSTO DE SAUDE FLOR DO VALE E S F 6;839
2077809; USF HELENA GARCIA MULLER;838
2081059; HOSPITAL MUNICIPAL DE PAULINIA;837
2035170; USF JK;832
34991; UBS JARDIM MIMAS;832
6028748; MAE MOGIANA;829
2801051; PRONTO SOCORRO CENTRAL DE DIADEMA;829
404853; AME AMBULATORIO MEDICO DE ESPECIALIDADES DE CAMPINAS;824
2089653; HOSPITAL NEXT BUTANTA;824
7612990; HOSPITAL UNIMED BOTUCATU;824
2028069; USF PEDROSOS;823
2052733; ESF IV ROSETA;821
5049032; PSF MUNICIPAL SANTA LUZIA;819
2033992; UBS DELTA PS DR LUIZ MAIA;819
3700623; UNIDADE DE SAUDE DA FAMILIA JARDIM CORONEL;819
6973663; CENTRO DE DETENCAO PROVISORIA DE TAIUVA;819
2790564; HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU;816
2082101; HOSPITAL MODELO SOROCABA;815
7899599; ESQUADRAO DE SAUDE DE GUARATINGUETA;813
2078325; HOSP MUN INFANTIL MENINO JESUS;813
7644167; HOSPITAL MORIAH;813
8575; UBS VILA LINDA;812
7418086; USF JARDIM PARAISO;812
2038838; USF DR ADAUTO GONCALVES COLLETES;811
6626645; SAE CARLOS CRUZ;811
7114354; CENTRO DE SAUDE E PA JARDIM SAO GUILHERME SOROCABA;809
7549768; USF PRIMEIRO DE MAIO;808
2746220; COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA;807
2025426; ESTRATEGIA DE SAUDE DA FAMILIA AURELIO NIERO;805
8015422; CENTRO DE DETENCAO PROVISORIA DE SANTO ANDRE;800
9523200; USF JARDIM BRASILIA NEUSA MARIA MORTARI;798
2096692; UNIDADE DE SAUDE DA FAMILIA JARDIM CACULA;796
2791552; POSTO ATENDIMENTO SANIT PATRIMONIO SAO SEBASTIAO BROTAS;796
9255826; HOSPITAL E MATERNIDADE GUARULHOS;796
3309959; HOSPITAL BOSQUE DA SAUDE;793
3403904; ESF CDHU SAADA NADER ABI CHEDID;792
9075771; UBS ALCIDES VIEIRA;791
3119122; CEMA HOSP ESPEC;789
2077345; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA SANTA ISABEL;788
2041391; UBS SERRA DO CAFEZAL MIRACATU;788
8000263; UBS VILA SAO JOSE BENEDITA GERTRUDES DOS SANTOS DONA DITA;787
7174721; HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;787
2022354; E S F DR ULISSES DE CARVALHO;787
6890296; USF VILA BIAGIONI;784
2024888; ESTRATEGIA DE SAUDE DA FAMILIA ANTONIO RICARDO BENATTI;783
3001415; CENTRO DE DETENCAO PROVISORIA DA CAPITAL CHACARA BELEM II;781
3425274; USF CANTO DO MAR;780
2077701; HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;780
2765934; HOSPITAL DE CLINICAS DE SAO SEBASTIAO;780
2718987; UBS NELSON POZZANI FILHO VILA VARELA;779
2035146; USF DR JOSE BARBOSA;779
2071371; HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;778
113921; HOSPITAL DE CAMPANHA;778
9428992; USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA;777
6042368; CENTRO DE DETENCAO PROVISORIA IV DE PINHEIROS;774
2076896; HOSPITAL SAO LUIZ GONZAGA;773
9100202; USF SANTA ANTONIETA III;773
3608948; CDP FRANCO DA ROCHA;772
2750759; ESF 01 SANTA MARINA;772
6322530; UBS JARDIM EMILIA;771
9149511; HOSPITAL NEUROCENTER;771
3143309; CENTRO DET PROV LUIS CESAR LACERDA DE SAO VICENTE;770
2750872; PSF II VILA MARQUES;770
9001808; UBS FAZENDA RINCAO DE ARUJA;769
3001865; CENTRO DE DETENCAO PROVISORIA DE RIBEIRAO PRETO;769
2022419; E S F DR MAURO BURJAILI;769
3264114; USF DRA JACQUELINE CARDOZO VIEIRA JARDIM FOGACA;767
2072602; UNIDADE DE ESF I INDAIATUBA BARRA DO TURVO;766
5348862; USAFA TORRE;763
2750775; POSTO DE SAUDE ASSENTAMENTO AREIA BRANCA;761
2058790; HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI;760
2032368; USF MARIA APARECIDA SANTOS MORCELLI CIDA MORCELLI MARABA;760
5289114; PSF MARIA ELMIRA;759
7961596; USAFA OCIAN;756
2087227; UBS VERA REGINA;755
7045395; UBS PSF DR EMILIO BELTRATI JUNIOR;754
2092395; HOSPITAL MUNICIPAL IBATE;754
5935857; HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN;752
2077469; HOSP DOM ALVARENGA;752
2082330; HOSPITAL NOSSA SENHORA DE FATIMA;750
7102623; PENITENCIARIA FEMINIA DE PIRAJUI;750
2028670; ESF IX CONCEICAO DE MONTE ALEGRE;748
6273270; SANTA HELENA ASSISTENCIA MEDICA SA;748
6699529; POSTO DE SAUDE NOSSA SENHORA DA GLORIA E S F 1;745
5192706; USF RECANTO SAO JOSE;743
2089696; HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP;742
6201601; UBS II EDWARD ANDRE TUCCI VILA MARQUES;742
2036126; UBS PERNAMBUCO GUARUJA;741
2038315; UMIS UNIDADE MISTA INTEGRADA A SAUDE SAO PEDRO;740
2914190; UBS JARDIM ALZIRA FRANCO;737
2082926; CASA DE SAUDE STELLA MARIS;737
5132150; ESF III MARIO BRUNHARA EQUIP SAUDE BUCAL ESB;736
2036835; UNIDADE DO PSF I CONJUNTO HABITACIONAL SAO JOAO BURI SP;733
3166031; E S F DR GEROLINO JOSE DE SOUZA;733
2061201; NUCLEO DO PROG DE SAUDE DA FAMILIA VILA SAO JOSE;732
2071738; PRONTO ATENDIMENTO ALCIMINO ASSIS LOURENCO;732
9003045; UNIDADE DE SAUDE DA FAMILIA COSTA RICA PIRACICABA;731
2773422; UBS CDHU;728
976873; CLINICA DA FAMILIA II ALMERINDA CHAVES VARJAO;727
3355519; UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO;726
2038188; UBS DE VILA LOPES DR JOAO DE SOUZA MARQUES;723
3139050; HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA;723
6219381; UNIDADE DE PSF III ARIRI CANANEIA;723
229261; USAFA GUILHERMINA;722
133272; HOSPITAL DE CAMPANHA COVID 19 MUNICIPIO DE TAUBATE;722
2084902; UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO SJBV;722
2065665; HOSPITAL MATERNIDADE INTERLAGOS;719
2082861; HOSP MUNICIPAL DE URGENCIAS HMU;718
3003361; HOSPITAL BENEFICENCIA PORTUGUESA DE BAURU;718
6304753; USF CAMPO DALL ORTO;716
9293418; UNIDADE BASICA DE SAUDE DR EDIMAR BIAZIBETI;716
2023148; HOSPITAL SAMARITANO DE CAMPINAS;714
4049357; USAFA VILA SONIA;713
6809677; ESTRATEGIA DE SAUDE DA FAMILIA TEREZA FERNANDES BARBOSA;713
3006603; PENITENCIARIA NILTON SILVA DE FRANCO DA ROCHA II;713
9449590; USF DR ANTONIO NUNES DE ABREU FILHO;713
3042294; USAFA QUIETUDE;712
2745305; USF ARACY DE MARCHI NEGO ENFERMEIRO JARDIM RUBIACEA;712
9329080; HOSPITAL E MATERNIDADE PUBLICO DE DOURADO;711
4048954; POSTO DE SAUDE VARGEM GRANDE NATIVIDADE DA SERRA;711
2078481; HOSP AVICCENA;711
2025868; ESF X DR FRANCISCO TOURINHO;711
3437280; USF MANOEL INACIO DA SILVA;710
6082874; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA AGUA QUENTE;709
2041529; URA PEDRO SANTANA DA COSTA ILHA COMPRIDA;708
2716003; USAFA FORTE;707
102075; HOSPITAL MUNICIPAL BELA VISTA SANTA DULCE DOS POBRES;707
2688425; ESF SAO MIGUEL;707
2024632; HOSPITAL UNIMED DE LIMEIRA;706
9784551; UBS 10 PREF PEDRO SILVEIRA MARTINS JUNIOR CRUZEIRO DO SUL;705
2078678; HOSPITAL E MATERNIDADE MADRE THEODORA;704
2080192; HOSP EST ESPEC EM REABILIT DR FRANCISCO RIBEIRO ARANTES;704
2078600; HOSP DA AERONAUTICA DE SPHASP;704
3004384; USF CESAR NETO BOTUCATU;699
2792265; USF BARNABES;697
9173072; CENTRO DE DETENCAO PROVISORIA MARCOS A RAYSARO DE ICEM;697
2061457; ESF ORESTES MANZINI;697
2791757; SANTA CASA DE PIRATININGA;697
3045625; HOSP MAT VIDAS;697
2035626; POSTO DE SAUDE DA PEDRA BRANCA ITARARE SP;696
2078368; HOSPITAL UNIMED DE SALTO;695
2082314; HOSP ALBERT SABIN;695
2087804; HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM;694
3000710; PENITENCIARIA DE OSVALDO CRUZ;693
2087979; PSM JOAO LEME LEME;691
2090767; PSF DEOLINDO WAGNER ITABERA;690
2688395; ESF CASA DE JESUS;690
6817890; ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS UNID II;690
2083256; HOSPITAL SANTANA;689
2087111; IRMANDADE DA SANTA CASA DE MISERICORDIA LORENA;689
7591322; UBS DA AGROVILA 4;688
2070413; UNIMED HOSPITAL SAO DOMINGOS;687
4049276; USAFA SAMAMBAIA;684
7967063; CENTRO DE PROGRESSAO PENITENCIARIA DE PORTO FELIZ;684
2028263; ESF 7 RIO PARANA;684
2075806; ESF VILA PRUDENCIANA;683
2032414; UBS DR JOSE ROBERTO TURRINI TURRINI;683
7331398; UNIDADE BASICA DE SAUDE JOSE GRANGEIA BOTELHO;679
503185; MELHOR EM CASA RIBEIRAO PRETO;677
9119310; UBS IRMA PADOVANI CAMARGO;675
7215185; UBS SITIO MARIA JOANA;675
2765802; USF JARAGUA;674
2698676; UBS JD EUCALIPTOS JOSE VICENTE DA SILVA;674
7420021; USAFA ESMERALDA;672
3477398; CENTRO DE DETENCAO PROVISORIA DE MAUA;672
2086689; UNIDADE BASICA DE SAUDE CAMPO LARGO;671
9867430; UNIDADE DE ATENCAO PRIMARIA VILA MARIA;671
2751070; UBS I DE ESPIGAO;668
2071703; UBS CIDADE INDUSTRIAL;668
2081725; CAIS CLEMENTE FERREIRA DE LINS;668
2050927; UNIDADE BASICA DE SAUDE DRA NAIR S NOBUYASU GUIMARAES;666
5349400; ESF DR JOSE JESUS VICTORIO RODRIGUES MONTE ALTO;666
2690764; HOSPITAL E MATERNIDADE BRASIL UNIDADE MAUA;666
6795285; UBS JD SAO LAZARO;665
2052326; ESF VILA CLAUDIA;665
2765942; HOSPITAL SANTA LUCINDA SOROCABA;665
8036; HOSPITAL MATERNIDADE AMADOR AGUIAR;663
3001423; CENTRO DE DETENCAO PROVISORIA DE PARELHEIROS;663
2040441; CMSC SELMI DEI IV DRHERCULANO GRAEFF DE ARARAQUARA;662
2047381; E S F DR SALIM BONEMER FILHO;660
9561269; UNIDADE BASICA DE SAUDE BEM VIVER PINDAMONHANGABA;657
6984649; BP HOSPITAL FILANTROPICO;657
3166597; HOSPITAL ADVENTISTA DE SAO PAULO;656
2059584; UBS JD DONALISIO;656
2084139; HOSP MUN DR BENEDICTO MONTENEGRO;655
2065320; ESF DR EDMUNDO ULSON ARARAS;654
3007499; PENITENCIARIA DE MARTINOPOLIS;653
3883213; ESF OZIL JOAQUIM REZENDE JALES;653
161438; HOSPITAL MUNICIPAL GUARAPIRANGA;653
3057089; UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO II PIRACICABA;653
7707312; ESF VII FAU MIRACATU;651
2046741; PAS SANTO ANTONIO DO PARANAPANEMA;650
2745909; ESF VI JOSE DOS SANTOS VIEIRA SAUDE BUCAL MI;650
2024101; UNIDADE DE SAUDE DA FAMILIA FEITAL PINDAMONHANGABA;649
2751739; CRT DST AIDS E HEPATITES VIRAIS;649
9956565; UBS SITIO DO MORRO;648
9769641; NOVA VIDA;648
3421910; USF JARDIM MARILIA;646
5995299; USF JARDIM AMERICA IV;646
2751321; USF NAMICO SUGUIYAMA;646
6857957; ESF VILA RIBEIROS;646
2080427; HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA;645
2716445; CONSULTORIO MUNICIPAL DANIELE CRISTINE LAMANA;645
3018393; CENTRO DE DETENCAO PROVISORIA DE TAUBATE;644
2064294; USF CONCEICAO THIBES DO CANTO TUPY;644
6938876; HOSPITAL INTERMEDICA ABC;643
2040069; HOSPITAL MATERNIDADE JESUS JOSE E MARIA;642
9610898; PENITENCIARIA FEMININA DE VOTORANTIM;641
2075962; HOSP DA STA CASA DE STO AMARO;641
7473702; HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO;640
2085798; USAFA GUARAU;639
2088517; HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;639
2046334; UBS BAIRRO DA CRUZ;638
2716011; USAFA MIRIM I;638
6009433; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA VILA AMORIM;637
2028298; ESF 8 AGUA SUMIDA;633
3003256; PENIT MARIO DE M ALBUQUERQUE DE FCO DA ROCHA IALA DE PR;633
2078155; HOSPITAL STELLA MARIS;633
2050021; UBS PORTO;633
2059088; UNIDADE DE SAUDE DA FAMILIA FRANCISCO DOS ANJOS;632
7619626; CTAPT GUARUJA;631
2094134; ESF ORLANDO JOSE;629
7528434; UNIDADE DE SAUDE DA FAMILIA IAA II PIRACICABA;627
2028018; USF MOV ACAO RURAL DO PANTALEAO;626
6322670; UBS SEBASTIAO ARRECIGNELLI JULIETA;626
5357861; UBS ALDEIA JARAGUA KWARAY DJEKUPE;625
2087650; PSF MINISTRO JOSE SERRA CONCHAL SP;624
8761; UBS CENTREVILLE MARIA APARECIDA CESARIO DE OLIVEIRA;624
3774554; HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT;624
6448720; UAPS 2 UNIDADE DE ATENCAO AOS PROGRAMAS DE SAUDE;624
3000931; CENTRO DE DETENCAO PROVISORIA DE SAO JOSE DOS CAMPOS;622
3550907; UBS VILA ITALIA;622
2765780; USF CENTRO;622
9597670; USF MORRO DO ABRIGO;621
2079178; MATERNIDADE MUNICIPAL;621
7013981; HOSPITAL UNIMED GUARULHOS UNIDADE II;619
630896; UBS JARDIM EMPYREO LEME;618
2090759; PSF AGROVILAS;618
3057399; USAFA GUARAMAR;617
2081083; SANTA CASA DE ASSIS;616
2716046; USAFA TUPI;616
2051877; PAS BONETE ILHABELA;616
5414172; PROGRAMA SAUDE DA FAMILIA ITUPEVA;616
2058340; HOSPITAL MUNICIPAL DE QUELUZ;616
5024722; PSF PQ INDUSTR DR FRANCISCO SUASSUNA VIRGOLINO CONCHAL SP;615
2080125; INST DO CANCER ARNALDO VIEIRA DE CARVALHO;615
7112653; PSF VILA SANTA IZABEL;614
2036258; USF BAIRRO DOS LEITES;614
7685459; USF JARDIM CAMPESTRE;612
2025477; HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL;610
3561186; UBS VERA POTY;608
7002955; PSF VILA PRUDENTE;608
6639003; USF ROSAS BOA VEREDA;607
7978596; E S F DR PETRONIO STAMATO REIFF;606
2035944; UNIDADE BASICA DE SAUDE DR CARLOS PERES;605
3517918; HOSPITAL SAO JOSE;605
9738754; HOSPITAL E MATERNIDADE NOTRECARE ABC;605
3995135; PAD PROGRAMA DE ASSISTENCIA DOMICILIAR;603
2083094; HOSPITAL REGIONAL DE ASSIS;603
2023725; CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;603
2751747; SANTA CASA DE MAUA;600
2043815; USF BAIRRO VILA MORAES;600
9601; HOSPITAL PIO XII;599
2791927; UBS ERASMO LANCIA;599
2718324; HOSPITAL BOM CLIMA;597
3003205; PENITENCIARIA DE FRANCO DA ROCHA III;596
2081644; HOSPITAL FREI GALVAO;596
2089750; POSTO DE SAUDE SAO JOSE DO BARREIRO II;595
2026597; UBS III AKIO NAKACHIMA;593
3363554; ESF SAO JOAO;593
5882281; UBS JARDIM ELISA MARIA I;591
2765829; USF PONTAL DA CRUZ;591
4049292; USAFA SAO JORGE;590
2708558; HOSPITAL EVANGELICO DE SOROCABA;588
7044666; HOSPITAL RENASCENCA CAMPINAS;587
6756298; ESF DRA ZILDA ARNS NEUMANN;587
2038501; PAMO TRES MARIAS II;587
2084368; HOSPITAL E MATERNIDADE NOSSA SENHORA DO ROSARIO;586
2040190; CENTRO MEDICO MARTIM AFONSO SAO VICENTE;584
2081636; HOSPITAL FREI GALVAO;582
2022338; E S F DR JOSE CAUBI CAMPELLO BESSA;582
2749122; UBS SANTA MARIA DR RICARDO MAMEDE BARBOSA AGUAI;580
6210937; HOSPITAL 22 DE OUTUBRO MOGI MIRIM;580
7760000; USF LARANJEIRAS II;580
9983848; USF VICTORIO DE SANTI NAIR DAMASIO CLAUDINO;580
4049314; USAFA ANHANGUERA;578
2055538; CENTRO DE SAUDE NOVA ESPERANCA BOA ESPERANCA DO SUL;578
9394559; UNIDADE DE SAUDE VILA INDUSTRIAL;578
2022648; HOSPITAL IRMAOS PENTEADO E SANTA CASA DE CAMPINAS;576
5927382; USF JARDIM BRASIL;576
2825309; HOSPITAL MEDICAL LIMEIRA;575
3388905; USAFA REAL;574
3565475; PSF JARDIM PAULISTA;574
2054140; ESF DR LUIS ERNESTO SANDI MORI JALES;573
6164366; HOSPITAL ESTADUAL AMERICO BRASILIENSE;572
2747871; HOSPITAL MUNICIPAL GOV MARIO COVAS JR;572
2048310; PAS JULIANIA DE HERCULANDIA;571
2075717; HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;570
2054876; ESF DR SIMEAO ORSI VILA ANGELICA TATUI SP;569
2054841; UBS 11 FREI PASCASIO HETTLER ITU;566
2096498; HOSPITAL MUNICIPAL DR TABAJARA RAMOS;566
2096463; SANTA CASA DE MOGI GUACU;566
7924666; CENTRO DE SAUDE DA MULHER MARIA PERPETUA PIEDADE GONCALVES;565
5870755; UBS PSF DR MOACIR DE OLIVEIRA CAMARGO;565
2072513; HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA;564
229962; USAFA NOEMIA;563
2024535; UNIDADE BASICA DE SAUDE CENTRO DE SAUDE;563
2085615; CENTRO DE SAUDE III DR ALVARO LANDGRAF DE GUARIBA;563
2077590; IBCC;562
